NAME                                                        VERSION                                TYPE      
github.com/ncw/go-acd                                       v0.0.0-20201019170801-fe55f33415b1     go-module  
github.com/ncw/swift/v2                                     v2.0.1                                 go-module  
github.com/oracle/oci-go-sdk/v65                            v65.32.0                               go-module  
github.com/patrickmn/go-cache                               v2.1.0+incompatible                    go-module  
github.com/pengsrc/go-shared                                v0.2.1-0.20190131101655-1999055a4a14   go-module  
github.com/pkg/browser                                      v0.0.0-20210911075715-681adbf594b8     go-module  
github.com/pkg/sftp                                         v1.13.6-0.20230213180117-971c283182b6  go-module  
github.com/pkg/xattr                                        v0.4.9                                 go-module  
github.com/prometheus/client_golang                         v1.14.0                                go-module  
github.com/prometheus/client_model                          v0.3.0                                 go-module  
github.com/prometheus/common                                v0.37.0                                go-module  
github.com/prometheus/procfs                                v0.8.0                                 go-module  
github.com/putdotio/go-putio/putio                          v0.0.0-20200123120452-16d982cac2b8     go-module  
github.com/rclone/rclone                                    (devel)                                go-module  
github.com/rfjakob/eme                                      v1.1.2                                 go-module  
github.com/rivo/uniseg                                      v0.4.4                                 go-module  
github.com/russross/blackfriday/v2                          v2.1.0                                 go-module  
github.com/shirou/gopsutil/v3                               v3.23.2                                go-module  
github.com/sirupsen/logrus                                  v1.9.0                                 go-module  
github.com/skratchdot/open-golang                           v0.0.0-20200116055534-eef842397966     go-module  
github.com/sony/gobreaker                                   v0.5.0                                 go-module  
github.com/spacemonkeygo/monkit/v3                          v3.0.10                                go-module  
github.com/spacemonkeygo/monkit/v3                          v3.0.19                                go-module  
github.com/spf13/cobra                                      v1.6.1                                 go-module  
github.com/spf13/pflag                                      v1.0.5                                 go-module  
github.com/t3rm1n4l/go-mega                                 v0.0.0-20230228171823-a01a2cda13ca     go-module  
github.com/vivint/infectious                                v0.0.0-20200605153912-25a574ae18a3     go-module  
github.com/xanzy/ssh-agent                                  v0.3.3                                 go-module  
github.com/youmark/pkcs8                                    v0.0.0-20201027041543-1326539a0a0a     go-module  
github.com/yunify/qingstor-sdk-go/v3                        v3.2.0                                 go-module  
github.com/zeebo/blake3                                     v0.2.3                                 go-module  
github.com/zeebo/errs                                       v1.2.2                                 go-module  
github.com/zeebo/errs                                       v1.3.0                                 go-module  
glib                                                        2.76.4-r0                              apk        
go.etcd.io/bbolt                                            v1.3.7                                 go-module  
go.opencensus.io                                            v0.24.0                                go-module  
go.uber.org/atomic                                          v1.7.0                                 go-module  
go.uber.org/multierr                                        v1.6.0                                 go-module  
go.uber.org/zap                                             v1.15.0                                go-module  
goftp.io/server                                             v0.4.2-0.20210615155358-d07a820aac35   go-module  
golang.org/x/crypto                                         v0.0.0-20201221181555-eec23a3978ad     go-module  
golang.org/x/crypto                                         v0.7.0                                 go-module  
golang.org/x/net                                            v0.8.0                                 go-module  
golang.org/x/oauth2                                         v0.6.0                                 go-module  
golang.org/x/sync                                           v0.0.0-20210220032951-036812b2e83c     go-module  
golang.org/x/sync                                           v0.1.0                                 go-module  
golang.org/x/sys                                            v0.0.0-20210112091331-59c308dcf3cc     go-module  
golang.org/x/sys                                            v0.6.0                                 go-module  
golang.org/x/term                                           v0.6.0                                 go-module  
golang.org/x/text                                           v0.8.0                                 go-module  
golang.org/x/time                                           v0.3.0                                 go-module  
google.golang.org/api                                       v0.112.0                               go-module  
google.golang.org/genproto                                  v0.0.0-20230303212802-e74f57abe488     go-module  
google.golang.org/grpc                                      v1.53.0                                go-module  
google.golang.org/protobuf                                  v1.28.1                                go-module  
gopkg.in/yaml.v2                                            v2.4.0                                 go-module  
gopkg.in/yaml.v3                                            v3.0.1                                 go-module  
graphite2                                                   1.3.14-r5                              apk        
harfbuzz                                                    7.3.0-r0                               apk        
jq                                                          1.6-r3                                 apk        
libacl                                                      2.3.1-r3                               apk        
libattr                                                     2.5.1-r4                               apk        
libblkid                                                    2.38.1-r8                              apk        
libbsd                                                      0.11.7-r1                              apk        
libbz2                                                      1.0.8-r5                               apk        
libc-utils                                                  0.7.2-r5                               apk        
libcrypto3                                                  3.1.4-r1                               apk        
libcurl                                                     8.5.0-r0                               apk        
libexif                                                     0.6.24-r1                              apk        
libexpat                                                    2.5.0-r1                               apk        
libffi                                                      3.4.4-r2                               apk        
libgcc                                                      12.2.1_git20220924-r10                 apk        
libgdiplus                                                  6.1-r2                                 apk        
libgpgerrorCommonerrorcodes                                 27.27.0.85f427f                        dotnet     
libidn2                                                     2.3.4-r1                               apk        
libintl                                                     0.21.1-r7                              apk        
libjpeg-turbo                                               2.1.5.1-r3                             apk        
libmd                                                       1.0.4-r2                               apk        
libmount                                                    2.38.1-r8                              apk        
libncursesw                                                 6.4_p20230506-r0                       apk        
libpng                                                      1.6.39-r3                              apk        
libproc2                                                    4.0.4-r0                               apk        
libssl3                                                     3.1.4-r1                               apk        
libunistring                                                1.1-r1                                 apk        
libwebp                                                     1.3.2-r0                               apk        
libx11                                                      1.8.7-r0                               apk        
libxau                                                      1.0.11-r2                              apk        
libxcb                                                      1.15-r1                                apk        
libxdmcp                                                    1.1.4-r2                               apk        
libxext                                                     1.3.5-r2                               apk        
libxft                                                      2.3.8-r1                               apk        
libxrender                                                  0.9.11-r3                              apk        
linux-pam                                                   1.5.2-r10                              apk        
master                                                      1.0.0.0                                dotnet     
mono-reference-assemblies                                   6.12.0.182-r0                          apk        
mono-reference-assemblies-facades                           6.12.0.182-r0                          apk        
mono-runtime                                                6.12.0.182-r0                          apk        
mscorlib.dll                                                4.6.57.0                               dotnet     
musl                                                        1.2.4-r2                               apk        
musl-utils                                                  1.2.4-r2                               apk        
ncurses-terminfo-base                                       6.4_p20230506-r0                       apk        
netcat-openbsd                                              1.219-r1                               apk        
netstandard                                                 2.1.0.0                                dotnet     
nghttp2-libs                                                1.57.0-r0                              apk        
oniguruma                                                   6.9.8-r1                               apk        
pango                                                       1.50.14-r1                             apk        
pcre2                                                       10.42-r1                               apk        
pixman                                                      0.42.2-r1                              apk        
procps-ng                                                   4.0.4-r0                               apk        
rclone                                                      1.62.2-r6                              apk        
readline                                                    8.2.1-r1                               apk        
scanelf                                                     1.3.7-r1                               apk        
shadow                                                      4.13-r4                                apk        
skalibs                                                     2.13.1.1-r1                            apk        
sqlite-libs                                                 3.41.2-r2                              apk        
ssl_client                                                  1.36.1-r5                              apk        
stdlib                                                      go1.15.13                              go-module  
stdlib                                                      go1.15.6                               go-module  
stdlib                                                      go1.20.11                              go-module  
storj.io/common                                             v0.0.0-20210412024514-5bcb1fff421e     go-module  
storj.io/common                                             v0.0.0-20221123115229-fed3e6651b63     go-module  
storj.io/drpc                                               v0.0.20                                go-module  
storj.io/drpc                                               v0.0.32                                go-module  
storj.io/uplink                                             v1.10.0                                go-module  
storj.io/uplink                                             v1.5.0-rc.1                            go-module  
storj.io/uplink-c                                           (devel)                                go-module  
tiff                                                        4.5.1-r0                               apk        
tzdata                                                      2023c-r1                               apk        
uplink.NET                                                  2.7.0.0                                dotnet     
utmps-libs                                                  0.1.2.1-r1                             apk        
zlib                                                        1.2.13-r1                              apk        
zlibdatacompressionlibrary                                  1.2.8                                  dotnet     
zstd-libs                                                   1.5.5-r4                               apk        
